mt_plus_w300_locus1_ABCN02000056.1:149358-149686	1	100.000	329	0	0	1	329	5482222	5482550	2.01e-173	608	329	8033585
mt_plus_w300_locus2_ABCN02000056.1:149442-149751	1	100.000	310	0	0	1	310	5482306	5482615	6.88e-163	573	310	8033585
mt_plus_w300_locus3_ABCN02000056.1:402423-402728	1	97.386	306	8	0	1	306	5735287	5735592	8.90e-152	536	306	8033585
mt_plus_w300_locus4_ABCN02000221.1:10820-11124	3	100.000	305	0	0	1	305	3981328	3981632	4.07e-160	564	305	9219486
mt_plus_w300_locus5_ABCN02000227.1:105621-105923	3	100.000	303	0	0	1	303	5068965	5069267	5.22e-159	560	303	9219486
mt_plus_w300_locus6_ABCN02000227.1:112600-112901	3	100.000	302	0	0	1	302	5075944	5076245	1.87e-158	558	302	9219486
mt_plus_w300_locus7_ABCN02000227.1:112633-112934	3	100.000	302	0	0	1	302	5075977	5076278	1.87e-158	558	302	9219486
mt_plus_w300_locus8_ABCN02000235.1:244568-244879	3	100.000	312	0	0	1	312	6202804	6203115	5.35e-164	577	312	9219486
mt_plus_w300_locus9_ABCN02000260.1:154320-154627	3	100.000	308	0	0	1	308	7273555	7273862	8.83e-162	569	308	9219486
mt_plus_w300_locus10_ABCN02000506.1:40914-41230	6	100.000	317	0	0	1	317	7174112	7174428	9.05e-167	586	317	9023763
mt_plus_w300_locus11_ABCN02000839.1:59098-59403	11	100.000	306	0	0	1	306	59098	59403	1.13e-160	566	306	3826814
mt_plus_w300_locus12_ABCN02000839.1:59130-59458	11	100.000	329	0	0	1	329	59130	59458	2.01e-173	608	329	3826814
mt_plus_w300_locus13_ABCN02000839.1:59181-59493	11	100.000	313	0	0	1	313	59181	59493	1.49e-164	579	313	3826814
mt_plus_w300_locus14_ABCN02001352.1:135258-135558	17	100.000	301	0	0	1	301	1192804	1193104	6.71e-158	556	301	7188315
mt_plus_w300_locus15_ABCN02001352.1:135282-135635	17	100.000	354	0	0	1	354	1192828	1193181	0.0	654	354	7188315
mt_minus_w300_locus1_ABCN02000136.1:276755-277086	2	100.000	332	0	0	1	332	5974497	5974828	4.37e-175	614	332	9223677
mt_minus_w300_locus2_ABCN02000738.1:308841-309144	9	100.000	304	0	0	1	304	3429678	3429981	1.46e-159	562	304	7956127
mt_minus_w300_locus3_ABCN02000738.1:308878-309178	9	100.000	301	0	0	1	301	3429715	3430015	6.71e-158	556	301	7956127
mt_minus_w300_locus4_ABCN02000819.1:276767-277068	10	100.000	302	0	0	1	302	3895695	3895996	1.87e-158	558	302	6576019
mt_minus_w300_locus4_ABCN02000819.1:276767-277068	17	93.750	288	18	0	15	302	3684169	3683882	1.18e-120	433	302	7188315
mt_minus_w300_locus4_ABCN02000819.1:276767-277068	17	92.014	288	23	0	15	302	3587026	3586739	2.58e-112	405	302	7188315
mt_minus_w300_locus5_ABCN02001069.1:76226-76544	13	100.000	319	0	0	1	319	4163058	4163376	7.05e-168	590	319	5206065
mt_minus_w300_locus6_ABCN02001285.1:148549-148861	16	100.000	105	0	0	209	313	2930461	2930565	6.32e-49	195	313	7783580
mt_minus_w300_locus6_ABCN02001285.1:148549-148861	16	100.000	89	0	0	1	89	2930253	2930341	4.96e-40	165	313	7783580
mt_minus_w300_locus7_ABCN02001352.1:142906-143216	17	100.000	311	0	0	1	311	1200452	1200762	1.92e-163	575	311	7188315
