mt_plus_w150_locus1_ABCN02000056.1:402562-402722	1	95.031	161	8	0	1	161	5735426	5735586	1.75e-71	268	161	8033585
mt_plus_w150_locus2_ABCN02000109.1:174971-175125	2	100.000	155	0	0	1	155	2821391	2821545	4.61e-77	287	155	9223677
mt_plus_w150_locus3_ABCN02000221.1:10831-10982	3	100.000	152	0	0	1	152	3981339	3981490	2.10e-75	281	152	9219486
mt_plus_w150_locus4_ABCN02000235.1:222368-222522	3	100.000	155	0	0	1	155	6180604	6180758	4.61e-77	287	155	9219486
mt_plus_w150_locus5_ABCN02000235.1:222409-222569	3	100.000	161	0	0	1	161	6180645	6180805	2.23e-80	298	161	9219486
mt_plus_w150_locus6_ABCN02000260.1:184212-184366	3	100.000	155	0	0	1	155	7303447	7303601	4.61e-77	287	155	9219486
mt_plus_w150_locus7_ABCN02000271.1:71816-71971	3	100.000	60	0	0	1	60	8620514	8620573	3.00e-24	111	156	9219486
mt_plus_w150_locus8_ABCN02000494.1:186437-186611	6	86.286	175	24	0	1	175	4917859	4918033	1.95e-61	235	175	9023763
mt_plus_w150_locus9_ABCN02000929.1:355726-355876	12	100.000	151	0	0	1	151	1399178	1399328	7.48e-75	279	151	9730733
mt_plus_w150_locus10_ABCN02001352.1:135399-135553	17	100.000	155	0	0	1	155	1192945	1193099	4.61e-77	287	155	7188315
mt_plus_w150_locus11_ABCN02001352.1:135437-135589	17	100.000	153	0	0	1	153	1192983	1193135	5.88e-76	283	153	7188315
mt_minus_w150_locus1_ABCN02000089.1:26715-26876	2	100.000	162	0	0	1	162	1132699	1132860	6.24e-81	300	162	9223677
mt_minus_w150_locus2_ABCN02000103.1:170619-170772	2	100.000	154	0	0	1	154	2436998	2437151	1.65e-76	285	154	9223677
mt_minus_w150_locus3_ABCN02000135.1:696884-697038	2	100.000	155	0	0	1	155	5321618	5321772	4.61e-77	287	155	9223677
mt_minus_w150_locus4_ABCN02000136.1:276788-276945	2	100.000	158	0	0	1	158	5974530	5974687	1.01e-78	292	158	9223677
mt_minus_w150_locus5_ABCN02000138.1:7447-7600	2	100.000	154	0	0	1	154	6169646	6169799	1.65e-76	285	154	9223677
mt_minus_w150_locus6_ABCN02000739.1:21333-21492	9	100.000	160	0	0	1	160	4078375	4078534	7.96e-80	296	160	7956127
mt_minus_w150_locus7_ABCN02001021.1:198839-198996	12	100.000	158	0	0	1	158	9151713	9151870	1.01e-78	292	158	9730733
