# BLASTN 2.10.0+
# Query: minus1
# Database: ../01_mapping/Reference/C_reinhardtii_v5.5_reference.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, query length, subject length
# 26 hits found
minus1	9	100.000	17	0	0	1	17	3429684	3429700	0.11	34.2	35	7956127
minus1	9	100.000	17	0	0	19	35	3429957	3429973	0.11	34.2	35	7956127
minus1	9	100.000	14	0	0	4	17	3142170	3142183	6.7	28.2	35	7956127
minus1	9	100.000	14	0	0	22	35	4541700	4541687	6.7	28.2	35	7956127
minus1	17	100.000	16	0	0	20	35	2823204	2823219	0.43	32.2	35	7188315
minus1	6	100.000	15	0	0	20	34	7200745	7200759	1.7	30.2	35	9023763
minus1	6	100.000	14	0	0	21	34	546248	546235	6.7	28.2	35	9023763
minus1	6	100.000	14	0	0	22	35	1789027	1789014	6.7	28.2	35	9023763
minus1	6	100.000	14	0	0	22	35	4814611	4814598	6.7	28.2	35	9023763
minus1	1	100.000	15	0	0	21	35	744854	744868	1.7	30.2	35	8033585
minus1	16	100.000	15	0	0	21	35	6925867	6925853	1.7	30.2	35	7783580
minus1	10	100.000	15	0	0	21	35	4064163	4064149	1.7	30.2	35	6576019
minus1	10	100.000	14	0	0	22	35	487155	487168	6.7	28.2	35	6576019
minus1	10	100.000	14	0	0	19	32	2001793	2001806	6.7	28.2	35	6576019
minus1	10	100.000	14	0	0	3	16	3885247	3885260	6.7	28.2	35	6576019
minus1	14	100.000	14	0	0	1	14	1269139	1269152	6.7	28.2	35	4157777
minus1	14	100.000	14	0	0	1	14	1250111	1250098	6.7	28.2	35	4157777
minus1	12	100.000	14	0	0	22	35	3376437	3376450	6.7	28.2	35	9730733
minus1	12	100.000	14	0	0	22	35	7557438	7557451	6.7	28.2	35	9730733
minus1	12	100.000	14	0	0	22	35	6543834	6543821	6.7	28.2	35	9730733
minus1	12	100.000	14	0	0	22	35	8124707	8124694	6.7	28.2	35	9730733
minus1	4	100.000	14	0	0	20	33	1192940	1192953	6.7	28.2	35	4091191
